desertionNo,happenDt,happenPlace,upKindNm,kindNm,colorCd,age,weight,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,rfidCd,noticeSdt,noticeEdt,popfile1,popfile2
441417202601094,20260821,경기도 양평군 지평면 송현리 417-26,개,믹스견,흰색&황갈색,2023(년생),12.5(Kg),보호중,M,N,"목줄 착용하고 있었고, 사람손을 탐. 순한편 ",양평군유기동물보호소,031-770-2337,경기도 양평군 양평읍 농업기술센터길 59-1  ,410160012611850,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211408329.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211408858.jpg
441405202602656,20260821,기흥구 마북로246번길 1,고양이,코리안 숏헤어,평행·전체·부분줄무늬,2026(년생),1.05(Kg),보호중,M,N,"2~3개월령 사이 추정, 귀여운 아이",용인시 동물보호센터,031-6193-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308829.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308425.jpg
441399202601377,20260821,화도 농협 주차장,개,믹스견,흰색,2020(년생),25(Kg),보호중,M,N,겁이 있으며 약간의 경계가 있음,남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260821170802.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260821170844.png
441399202601376,20260821,경춘로 786 화도읍 세무서,개,믹스견,갈색&검정&흰색,2020(년생),5.6(Kg),보호중,M,Y,"우측 눈 위 부분 부워 있으며, 피부병 있음, 엄청 순한 아이.",남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708760.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708791.png
441399202601375,20260821,화도 농협 주차장,개,믹스견,흰색,2020(년생),30(Kg),보호중,M,N,"우측 눈에 안충 있으며, 힘세고 겁 좀 있는 순한 아이.",남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260821170852.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260821170880.png
441394202601458,20260821,원흥동 337-2 부근,고양이,코리안 숏헤어,기타(고등어),2026(년생),0.8(Kg),보호중,F,N,부상묘,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211008560.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211008603.jpg
441391202601334,20260821,안중읍 서해로 1253,개,프렌치 불독,기타(흰색),2019(년생),20(Kg),보호중,M,Y,"각막 부종, 우측 포도막염, 좌측 후지 종괴, 하네스 착용",평택시동물보호센터,031-8024-8080,경기도 평택시 청북읍 청북로 497  ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608251.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608315.png
441391202601333,20260821,팽성읍 남산안길 43,개,믹스견,흰색,2022(년생),20(Kg),보호중,F,U,"항문 우측 파열성 종괴, 코가 까진듯 반점",평택시동물보호센터,031-8024-8080,경기도 평택시 청북읍 청북로 497  ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308746.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308778.jpg
441378202601111,20260821,사송동 639-1,개,믹스견,흰색,2026(60일미만)(년생),2.26(Kg),보호중,M,N,6주 추정,펫앤쉘터동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211808817.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211808852.jpg
441378202601110,20260821,사송동 639-1,개,믹스견,흰색,2026(60일미만)(년생),2.38(Kg),보호중,M,N,6주 추정,펫앤쉘터동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211808260.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211808310.jpg
441378202601109,20260821,사송동 639-1,개,믹스견,흰색,2026(60일미만)(년생),2.2(Kg),보호중,M,N,6주 추정,펫앤쉘터동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211808459.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211808494.jpg
441374202601049,20260821,권선구 금호로23번길 10-8(금곡동),고양이,코리안 숏헤어,기타(백갈흑색),2026(년생),1.72(Kg),보호중,M,N,"우전지 부상, 어림(3개월추정)",수원시 동물보호센터,031-5191-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708937.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708402.jpg
441374202601048,20260821,영통구 삼성로292번길 25(원천동),개,믹스견,갈색,2021(년생),11.20(Kg),종료(반환),M,Y,내장형무선식별장치 있음,수원시 동물보호센터,031-5191-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",410100004069928,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211508282.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211508336.jpg
431373202601353,20260821,덕신공장부근,고양이,코리안 숏헤어,기타(회색흰색),2026(60일미만)(년생),0.6(Kg),보호중,Q,N,온순함 눈에약간 눈곱,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 발리 1144,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211408436.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211408709.jpg
431370202600772,20260821,태화로타리 근처,고양이,코리안 숏헤어,기타(턱시도),2026(60일미만)(년생),0.5(Kg),보호중,F,N, 귀여움 / 순함,사랑동물병원,052-273-0075,울산광역시 남구 중앙로 165-1 (신정동) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211808998.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211808226.jpg
431370202600771,20260821,삼산동 대성스카이렉스 인근,고양이,코리안 숏헤어,레몬색&흰색,2026(60일미만)(년생),0.50(Kg),보호중,M,N,"외상으로 인한 골반골절 의심, 파행 성격은 조금 예민한 편",주동물병원,010-6809-8275,울산광역시 남구 돋질로 385-1 (삼산동) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211808843.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211808887.jpg
431370202600769,20260821,대공원 정문,고양이,코리안 숏헤어,기타(검정/흰색),2026(60일미만)(년생),0.40(Kg),보호중,M,N,"이유시기, 약한 결막염, 설사증",강남동물병원,052-271-0075,울산광역시 남구 돋질로 232 (달동) 1층,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708661[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708991.jpg
431370202600768,20260821,무거 위브자이 아파트,고양이,레그돌,기타(갈색  흰색),2026(년생),2.85(Kg),보호중,M,N,순함 귀염증,스마일동물병원,052-277-0075,울산광역시 남구 대학로 112 (무거동) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608601.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608651.jpg
431369202600523,20260821,해오름12길 20,고양이,코리안 숏헤어,평행·전체·부분줄무늬,2026(60일미만)(년생),0.77(Kg),보호중,M,N,눈물 눈꼽 콧물 기침,산타클라라동물병원,052-244-4296,울산광역시 중구 다운로 1 (다운동) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211508835.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211508856.jpg
431369202600522,20260821,해오름12길 20,고양이,코리안 숏헤어,평행·전체·부분줄무늬,2026(60일미만)(년생),0.79(Kg),보호중,M,N,양측눈부상 눈물 눈꼽 콧물 기침,산타클라라동물병원,052-244-4296,울산광역시 중구 다운로 1 (다운동) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211508520.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211508545.jpg
431369202600520,20260821,해오름12길 20,고양이,코리안 숏헤어,검은색흰색황토색조합,2026(60일미만)(년생),0.62(Kg),보호중,F,N,눈물 눈꼽 콧물 기침 야윔 활력저하,산타클라라동물병원,052-244-4296,울산광역시 중구 다운로 1 (다운동) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308293.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308317.jpg
430366202600440,20260821,갈마동 344-35,개,말티즈,흰색,2026(년생),4.3(Kg),보호중,M,Y,.,대전동물보호센터,042-270-7239,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708586.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708648.png
430366202600439,20260821,둔산동 삼천초 하상 차도,개,푸들,흰색,2024(년생),3.1(Kg),보호중,M,Y,.,대전동물보호센터,042-270-7239,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308389.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308415.png
430366202600438,20260821,갈마동 910 차도,개,말티즈,흰색,2025(년생),2.96(Kg),보호중,M,U,.,대전동물보호센터,042-270-7239,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211008455.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211008483.png
428349202600622,20260821,을왕리 해수욕장 인근,개,라브라도 리트리버,크림색,2024(년생),23(Kg),보호중,M,N,"2살추정, 구조시 목줄과 끈으로 된 리드줄 착용중",신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308310.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308335.jpg
427347202600685,20260821,야외음악당로 47길 76,고양이,코리안 숏헤어,레몬색&흰색,2026(60일미만)(년생),0.10(Kg),보호중,Q,N,어미분리 자묘,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308799.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260822150817.jpg
427346202600783,20260821,부자마을 근처,고양이,코리안 숏헤어,기타(턱시도),2026(60일미만)(년생),0.16(Kg),보호중,M,N,"분유수유중, 눈을 뜬 턱시도냥, 비비라고 부르고있어요",신세계동물병원,053-751-6693,대구광역시 수성구 수성동1가 명덕로 393 (수성동1가) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608271408284.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211808182.jpg
427346202600782,20260821,화랑공원,고양이,코리안 숏헤어,검정색,2026(60일미만)(년생),0.14(Kg),보호중,M,N,"분유수유중, 올블랙 고양이, 뭉뭉이라고 부르고있어요",신세계동물병원,053-751-6693,대구광역시 수성구 수성동1가 명덕로 393 (수성동1가) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211208766.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211208406.jpg
427343202600796,20260821,중리동 산 214,개,시바,황갈색,2022(년생),12(Kg),종료(반환),M,Y,성격온순,대구시수의사회(더펫),053-352-0622,대구광역시 서구 서대구로 361 (비산동) 2층,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211808896.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211808587.jpg
427341202600492,20260821,대구초등학교,고양이,코리안 숏헤어,기타(흰.검.카키),2026(년생),1.79(Kg),보호중,M,N,기립불능.한쪽눈못뜸,대구시수의사회(삼덕),053-426-1731,대구광역시 중구 삼덕동1가 달구벌대로 2145 ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708676[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708101.jpg
427341202600491,20260821,서문시장,고양이,코리안 숏헤어,레몬색&흰색,2026(년생),0.5(Kg),보호중,Q,N,-,대구시수의사회(동인),070-4466-1575,대구광역시 중구 동인동4가 국채보상로 724 ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260821120808.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211208411.jpg
426331202600475,20260821,용호로124,고양이,믹스묘,기타(검+흰),2026(년생),0.84(Kg),보호중,M,N,"보행이상, 기력저하, 검+흰",(사)동부동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211108290.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211108302.jpg
426325202600307,20260821,망양로355번길 2,고양이,코리안 숏헤어,평행·전체·부분줄무늬,2026(년생),0.45(Kg),보호중,Q,N,"탈수,영양상태부족,기력없음,중구2-82",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211508110[2].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211508195.jpg
413589202600243,20260821,묘량면 영양리 599-5,개,믹스견,갈색&검정,2025(년생),4(Kg),보호중,M,N,묘량면 영양리 599-5 식당에 들어온 들개를 포획,영광동물보호센터,010-9188-5525,전라남도 영광군 불갑면 함영로 2755-48  ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308721.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308738.jpg
413589202600242,20260821,묘량면 밀재로2길 121-13,개,믹스견,흰색,2021(년생),20(Kg),보호중,M,N,묘량면 밀재로2길 121-13에서 닭을 물어죽인 개체를 포획,영광동물보호센터,010-9188-5525,전라남도 영광군 불갑면 함영로 2755-48  ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260821130870[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308834.jpg
413588202600298,20260821,함평읍 성덕길 57,개,믹스견,갈색,2026(년생),5.00(Kg),보호중,M,U,경계심,학교임시동물보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,,20260821,20260904,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308526[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308928.jpg
413588202600297,20260821,함평읍 회동길 11-10,개,믹스견,흰색,2026(년생),4.00(Kg),보호중,M,U,경계심,학교임시동물보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,,20260821,20260904,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308940.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308478.jpg
413585202600208,20260821,화순읍 미네랄하우스 카페,개,믹스견,검정&흰색,2024(년생),5(Kg),보호중,M,U,.,화순군유기동물보호소,010-2663-6907,전라남도 화순군 한천면 덕음로 115 (한천면) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608409.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608457.jpg
413585202600207,20260821,학포로327,개,믹스견,검정&흰색,2018(년생),4(Kg),보호중,M,U,.,화순군유기동물보호소,010-2663-6907,전라남도 화순군 한천면 덕음로 115 (한천면) ,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608223.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608272.jpg
413584202600288,20260821,두원면,개,믹스견,흰색,2024(년생),12(Kg),보호중,M,N,"전체적으로 흰털 귀가 쫑긋하게 솟아있음 흰,청색 목줄과 빨간색끈이 목에 있음",고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608415[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608125.jpg
413584202600287,20260821,도양읍,개,믹스견,갈색,2026(60일미만)(년생),4(Kg),보호중,F,N,갈색빛에 턱밑 흰줄무늬와 발에흰털 쳐진귀,고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608339.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608438.jpg
413584202600286,20260821,고흥읍,개,믹스견,갈색&검정,2026(년생),4(Kg),보호중,F,N,흑갈빛털에 귀가 아래로 향해있음,고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608508.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608149.jpg
413584202600285,20260821,고흥읍,개,믹스견,황갈색,2021(년생),25(Kg),보호중,F,N,황색털 짧은귀가 옆으로 뻗어있음 마른체형 눈빛이 탁함,고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608809.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608318.jpg
413584202600284,20260821,고흥읍,개,믹스견,크림색,2026(60일미만)(년생),4(Kg),보호중,F,N,밝은 아이보리색 처진귀,고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211508177[3].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211508723.jpg
413584202600283,20260821,고흥읍,개,믹스견,검정&황갈색,2026(60일미만)(년생),4(Kg),보호중,F,N,황갈색에 검은빛털 귀가쳐저있음,고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260821150854.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211508682.jpg
413584202600282,20260821,고흥읍,개,믹스견,갈색&검정,2026(60일미만)(년생),4(Kg),보호중,F,N,갈색에 검은빛 단모 코부분이 진한검정색 귀가접혀있음,고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308653.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211308246.jpg
413584202600281,20260821,고흥읍,개,믹스견,검정&황갈색,2026(60일미만)(년생),4(Kg),보호중,F,N,황갈색에 얼굴과 코 배부분 검정색 큰귀가 접혀 쳐져있음,고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211108881[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211108533.jpg
413584202600280,20260821,고흥읍,개,믹스견,흑갈색,2026(60일미만)(년생),4(Kg),보호중,F,N,베이지과검정색이 혼재 코부분이 검정색이 진하며 발부분은 옅은색 귀는 쳐저있음,고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211108575.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211108174.jpg
413584202600279,20260821,고흥읍,개,믹스견,검정&황갈색,2026(60일미만)(년생),3(Kg),보호중,F,N,전체적 황갈색 코부분 검정색 귀가 접힘,고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211008110.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211008713.jpg
413584202600278,20260821,고흥읍,개,믹스견,옅은 황색,2024(년생),20(Kg),보호중,M,N,베이지색의털 덩치크고 꼬리김,고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211008689.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211008281.jpg
413584202600277,20260821,포두면,개,믹스견,금갈색,2025(년생),11(Kg),보호중,M,N,황갈색 강아지로 털이 짧고 날씬해 보임 ,고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211008892.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211008489.jpg
413583202600232,20260821,겸면 남양리,개,믹스견,크림색,2024(년생),18(Kg),보호중,M,N,온순하고 조용함,곡성군동물보호소,061-360-8392,전라남도 곡성군 곡성읍 군청로 50  보호소 주소 : 전남 곡성군 곡성읍 구원리 888,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260821160827.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608220[1].jpg
413583202600231,20260821,곡성읍 묘천리,개,믹스견,흰색,2022(년생),10(Kg),보호중,F,U,사람 잘따르고 온순함,곡성군동물보호소,061-360-8392,전라남도 곡성군 곡성읍 군청로 50  보호소 주소 : 전남 곡성군 곡성읍 구원리 888,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608127.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211608909.jpg
413582202600620,20260821,광산구 신가동,개,믹스견,흰색,2025(년생),23(Kg),보호중,M,N,26-0475 대빵 내장칩없음,광주광역동물보호센터,062-613-6770,전남광주통합특별시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211508121.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211508151[1].jpg
413580202600557,20260821,중마동 성호2차 주변,개,믹스견,갈색&흰색,2013(년생),6(Kg),보호중,M,Y,믹스 갈색+흰색 수컷 13살추정,광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708514.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708535.jpg
413580202600556,20260821,진월면 섬진강매화로726 주변,개,믹스견,갈색,2026(년생),2.8(Kg),보호중,F,N,믹스 갈색 암컷 3개월추정,광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,,20260821,20260831,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708648.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608211708661.jpg
